title,snippet,label
1107. My favourite film aged 12: Ghost,When you’re 12 the main thing you want to be is 13. You’re desperate to be older. Desperate to grow up. This feeling is particularly acute when you ha …,Film
1109. Around the World When You Were My Age review – going nowhere fast,"I couldn’t make friends with this film, an indulgent, self-conscious essay-memoir movie from director Aya Koretzky. It is about her Japanese father Ji …",Film
1114. Government accused of cronyism after ex-Tory MPs given tourism roles,"Two former Conservative MPs have been appointed to senior tourism jobs despite an apparent lack of direct experience in the sector, prompting accusati …",Politics
1115. Boris Johnson grilled by MPs over Dominic Cummings’ lockdown breach,"Boris Johnson has again refused to apologise for breaches of coronavirus lockdown rules by Dominic Cummings, telling a committee of senior MPs that po …",Politics
"1117. Covid-19 recovery will be tough, warns Bank of England governor","The governor of the Bank of England, Andrew Bailey, has warned that Britain’s recovery from its Covid-19 slump will be tougher than anticipated and si …",Business
1120. UK economy faces longer and slower recovery from Covid,The British economy is showing the first signs of emerging from the worst of the economic damage triggered by the coronavirus pandemic but is heading …,Business
1121. Former Tory donor's housing project 'unlawfully approved to avoid £40m hit',The housing secretary knew that a billionaire former media tycoon had only 24 hours to have an east London property development approved before commun …,Politics
1122. Tory anger at Dominic Cummings grows as 61 MPs defy Boris Johnson,More than 60 Conservative MPs have continued to defy Boris Johnson’s calls to “move on” from the Dominic Cummings crisis as a senior minister broke ra …,Politics
"1125. Ryanair worst airline for flight cancellation refunds, finds Which?","Ryanair is the worst major airline for refunding British customers whose flights have been cancelled during the coronavirus pandemic, with more than e …",Business
1127. Quarantine article by Dominic Cummings' wife reported to regulator,"The article that appeared in the Spectator at the end of April painted a picture of a family in turmoil during a pandemic, with a wife describing the …",Politics
"1129. Scrapping jobkeeper too early risks Australian economy falling off a cliff, Covid inquiry told",The governor of the Reserve Bank has warned the government the jobkeeper program may need to be kept going beyond its current cut-off date to avoid th …,Business
1130. UK infrastructure 'under threat from climate breakdown',"Britain’s vital infrastructure is under threat from the ravages of extreme weather and climate breakdown, unless ministers take swift action to protec …",Business
1131. Intuition review – cliches run wild in Argentinian Netflix thriller,The Argentinian thriller Intuition begins where most thrillers end. Renegade detective Francisco Juanez (Joaquín Furriel) is dragging his skeptical co …,Film
1134. Screened Out review – screentime doc knows how to press your buttons,"With this enthusiastic, info-taining documentary Jon Hyatt runs the risk of stating the bleeding obvious by elaborating on facts everyone is already a …",Film
1135. EasyJet plans to cut up to 30% of staff as Covid-19 hits demand,"Summary: EasyJet has announced plans to cut up to 30% of its workforce, or 4,500 employees, as it prepares for lower customer demand when it resumes flying in …",Business
1142. Nissan's Sunderland factory safe but plant in Barcelona will close,"Nissan’s Sunderland manufacruring is to stay open, but the carmaker is instead shutting a factory in Barcelona as the Japanese auto firm seeks to cut …",Business
1143. Ill-advised car journeys on film – ranked!,"13. Sonic the Hedgehog (2020) The internet tells us that Sonic the Hedgehog can run at 362mph. In the film Sonic the Hedgehog, the eponymous hero has …",Film
1144. Courier firm accused of targeting union activists for redundancy,A courier company that delivers coronavirus samples for testing has been plunged into an industrial dispute over the dismissal of staff who claim they …,Business
1146. US job losses pass 40m as coronavirus crisis sees claims rise 2.1m in a week,The number of Americans who have lost their jobs in the past 10 weeks soared to more than 40 million as the number of unemployment claims continued to …,Business
1147. 'I don’t know how I’ll survive': the laid-off workers devastated by coronavirus cuts,"Sandra Rivera Del Valle, a cabin cleaner with airline contractor Eulen America at Orlando airport in Florida, started experiencing cold-like symptoms …",Business
1149. 'You lot can’t rattle me': John Boyega defends explicit anti-racism posts in wake of George Floyd death,John Boyega has been praised for a series of uncompromising social media posts speaking out about racism in the wake of the killing of George Floyd by …,Film
"1157. Dominic Cummings potentially broke lockdown rules, say Durham police",Dominic Cummings’ family trip to Barnard Castle potentially broke lockdown rules and would have led to police telling him to turn around had he been s …,Politics
"1158. Irm Hermann, star of 20 Fassbinder films, dies aged 77","Irm Hermann, one of Rainer Werner Fassbinder’s closest collaborators, has died in Berlin aged 77 following what her agent called a “short, serious ill …",Film
1160. Searching for Superman: why Henry Cavill deserves another chance as the Man of Steel,Henry Cavill must sometimes wonder if his life might have turned out a little easier were it not for a certain illustrious forerunner in the role of S …,Film
1164. The view from Barnard Castle: 'He's made a mockery of us',"At Barnard Castle there has been angry condemnation about the police decision not to take action against Dominic Cummings, the prime minister’s most s …",Politics
"1165. Decline in jobs and incomes eases as coronavirus restrictions begin to lift, ANU survey finds","The historic decline in jobs and incomes as a result of Covid-19 and associated restrictions may have come to a halt in May, according to a new ANU st …",Business
1166. Australian government asks China for same reduction in trade barriers as US,Summary: The Morrison government has asked China to grant Australia the same reduction in bureaucratic trade barriers that Beijing has promised the United Stat …,Business
1169. Dominic Cummings' lockdown trip: what critical Tory MPs say,"Scores of Conservative MPs have criticised Dominic Cummings’ trip to Durham during lockdown. Here is what some have said: Penny Mordaunt, Portsmouth N …",Politics
"1171. Rishi Sunak to taper furlough scheme, forcing employers to pay 20% of wages",The government will start tapering its furlough scheme from August by forcing those employers taking part to pay 20% of workers’ wages as well as cove …,Politics
1172. Durham police believe Cummings probably did break lockdown rules,Durham police believe Dominic Cummings probably did break lockdown rules following an investigation into his travels around north-east England during …,Politics
1173. Boris Johnson brushes off Tory revolt over Dominic Cummings,"Summary: Boris Johnson has brushed aside a growing revolt of almost 100 of his own MPs and defied ongoing calls for Dominic Cummings to be sacked, despite a po …",Politics
1176. 'Do I really care?' Woody Allen comes out fighting,"When Woody Allen was 20, the writer Danny Simon taught him a few rules about comedy, the most important of which was this: always trust your own judgm …",Film
1181. UK manufacturers planning tens of thousands of redundancies,"Britain’s manufacturers are poised to make tens of thousands of workers redundant after a worse-than-expected slump in orders, prompted by the pandemi …",Business
1182. My streaming gem: why you should watch Terror Firmer,Summary: A film about a series of hilariously grotesque murders on a B-movie film set certainly isn’t going to be to everyone’s taste. But if you’ve ever enjoy …,Film
1187. Mike Wallace Is Here review – rose-tinted chronicle of a journalistic giant,"Mike Wallace was the TV news reporter who became a household name in the US in the 60s as a correspondent with the CBS 60 Minutes programme, pioneerin …",Film
"1192. Nicolas Winding Refn: 'If Pence became president, this is what America might look like'","I’ve been asked to report on what I’ve been watching during quarantine. Mostly, it’s the news – who can top that these days – but when I want to savou …",Film
1193. British Airways may outsource work of 450 redundant employees,British Airways is proposing to outsource work being done by at least 450 employees it is making redundant. The Labour party said the proposals were “ …,Business
1213. June Brexit summit on cards as talks head for deadlock,Brexit talks are heading towards deadlock as senior advisers in Brussels and London concede a breakthrough in the final round of talks next week is un …,Politics
1216. Quentin Tarantino: The Social Network is 'hands down' the best film of 2010s,"Quentin Tarantino has named David Fincher’s drama about the creation of Facebook, The Social Network, as the best film of the past decade. Speaking to …",Film
1217. The Conservative MPs calling for Dominic Cummings to go,Summary: The number of Conservative MPs to have called for Dominic Cummings to resign or to have criticised his behaviour in recent days has swelled to almost …,Politics
1219. Rishi Sunak confirms furlough scheme to be gradually withdrawn,"Rishi Sunak has confirmed the Treasury is to gradually withdraw its job retention scheme over the next five months, with businesses meeting 20% of the …",Politics
"1220. Markets not paying attention to climate crisis, IMF says",Equity markets have generally ignored the increasing number of natural disasters over the past 50 years and tougher rules are needed to make investors …,Business
1222. Constituents bombard MPs with tens of thousands of emails over Dominic Cummings,The furore over Dominic Cummings’ breach of lockdown rules has prompted tens of thousands of people to flood their MPs’ inboxes in what some described …,Politics
1223. Chancellor takes a softly-softly approach to easing Covid-19 crisis support,"Paying workers up to £2,500 a month to kick their heels at home doesn’t come cheap. The cost to the exchequer of paying 80% of the wage bill for furlo …",Politics
1228. Durham police facing possible inquiry into handling of Cummings case,Durham police is facing a possible inquiry into its handling of the Dominic Cummings saga after complaints were passed to its internal investigation t …,Politics
1234. Streaming: the best home invasion films,"Not many good things have happened so far in 2020, but Parasite ruling the Oscars in February ranks high among them. It took 92 years for the Academy …",Film
1237. Call for inquiry into why senior Tory helped donor avoid £40m tax,Labour has urged the Cabinet Office to investigate why the housing secretary intervened in a controversial London planning decision that could have sa …,Politics
1241. Rose Byrne: ‘You understand why feminists are furious – we’re still talking about this?’,"A few days before New York locked down and Broadway closed indefinitely, Rose Byrne was on stage in Brooklyn, doing Medea. It was a sold-out run, co-s …",Film
"1256. Only the Animals – slippery, satisfying French-African mystery","This slippery tease of a movie opens with a shot of a man weaving through the traffic on a bike in Abidjan, Ivory Coast, with a goat slung around his …",Film
"1265. Dominic Cummings has broken Covid-19 policy trust, say top scientists",Summary: Britain’s top public health leaders and scientists have warned Boris Johnson that trust in the government has been shattered by the Dominic Cummings a …,Politics
1267. From rose garden to ridicule:  how a week of disaster for Tories and Dominic Cummings unfolded,"As she looked out of her kitchen window towards a farm in the distance owned by Dominic Cummings’ parents, an elderly woman described her reaction on …",Politics
1269. John Bercow will not get peerage despite Corbyn nomination,"John Bercow will not be awarded a peerage despite being nominated by former Labour leader Jeremy Corbyn, it has been reported. The nomination of the f …",Politics
1270. Key election battlegrounds face double hit from Brexit and coronavirus,Key English election battlegrounds in the north-west and Midlands will be severely exposed to a double economic hit from Brexit and coronavirus should …,Politics
"1273. Cybersecurity, DIY and gaming to come up trumps in FTSE reshuffle","In the words of 1978 song The Gambler, recorded so memorably by country crooner Kenny Rogers, “You’ve got to know when to hold ’em, know when to fold …",Business
1275. The High Note review – a pleasant diversion,Director Nisha Ganatra follows the Emma Thompson-starring comedy Late Night with another film that takes as its jumping-off point the relationship bet …,Film
1280. Bank boss Lagarde must quell Berlin’s unease if she is to boost the eurozone,"The eurozone’s 19 member countries are braced for a dramatic downturn. The head of the European Central Bank, Christine Lagarde, warned last week that …",Business
"1281. UK car sales set to surge as showrooms reopen, but demand will fade quickly","The reopening of showrooms across England on Monday may give the UK car industry a much-needed fillip but it is unlikely to endure, experts say. In th …",Business
1290. MPs furious about forced return of ‘physical voting’ to Commons,Senior MPs have warned that many elderly members of parliament and those with health conditions will be “disenfranchised” and put at risk of contracti …,Politics
1292. The Batman among movies given go-ahead for restart of UK filming,Producers of Hollywood blockbusters including The Batman and the next Fantastic Beasts film have been given the go-ahead to restart filming after the …,Film
"1296. For all his woes, at least Sunak does not need to worry about stagflation",News that Rishi Sunak is planning a summer mini-budget conjures up memories of the 1970s when chancellors were constantly forced to respond to the lat …,Business
1300. Labour's Rosie Duffield 'right to resign' after lockdown breach,"Summary: The shadow chancellor, Anneliese Dodds, has said her Labour colleague Rosie Duffield had been “absolutely right” to resign from the party’s frontbench …",Politics
9. Brexit: UK's smallest firms divert £10bn in exports away from EU,Summary: Britain’s smallest companies are “jumping before they are pushed” by diverting £10bn in exports away from the EU as concerns mount over a possible col …,Business
10. Covid-19 stimulus: Australian government targets giant construction projects and home renos next,The federal government has opened the door to providing cash grants for home renovations as part of a new round of economic stimulus aimed at propping …,Business
11. My streaming gem: why you should watch Kumbalangi Nights,"One of 2019’s biggest Malayalam hits, Kumbalangi Nights provides a superior example of one of those lay-of-the-land movies that troubles to build a wo …",Film
"13. Move over, R-Patz: how Timothée Chalamet became the movie star of his generation","Those seeking explanations as to how Woody Allen’s A Rainy Day in New York topped the global box office a few weeks ago, despite two years of delays, …",Film
14. Primark plans to reopen all 153 stores in England on 15 June,"The clothing retailer Primark plans to reopen all 153 of its English stores on 15 June, as non-essential retailers across England began coming out of …",Business
17. Spike Lee releases short film as part of George Floyd protests,"Spike Lee has released a short film as protests against the death of George Floyd continue, which equates Floyd’s treatment at the hands of police wit …",Film
22. I've never seen … Gandhi,"Summary: Which film has the most extras? As a child, Richard Attenborough’s Gandhi was just the answer to a trivia question. Growing up in India in the 90s and …",Film
25. Government fails to distance Dominic Cummings from sex discrimination case,Government lawyers have tried and failed to remove the name of Dominic Cummings from a sex discrimination claim being pursued by Sajid Javid’s former …,Politics
32. The government's new film production guidelines risk massive damage to UK industry,The news that Covid-19 safety guidance has been approved for the UK’s film and television industry is very welcome. But it is by no means the end of t …,Film
"33. EU has no legal duty to give UK trade privileges, document says","The EU has no legal duty to grant the UK privileges offered to other countries in trade deals, an internal European parliament paper has concluded ahe …",Politics
34. Landmark 20th Century Fox building in London facing new threat,"Twentieth Century Fox’s former HQ faces the threat of imminent demolition after developers submitted a new set of plans, it has been revealed. Situate …",Film
35. Advisers urge ministers to review benefit cap in wake of coronavirus,"Summary: The government’s own expert welfare advisory group has called on ministers to review the benefit cap, amid evidence that the controversial policy has …",Politics
37. One way please! Norwich Market reopens for business,"Norwich Market, having survived wars, plagues and recessions in over 900 years of trading from the same site, has reawakened once again after the coro …",Business
38. UK manufacturing shows hint of recovery after coronavirus,"Britain’s manufacturing sector has shown signs of recovering from the worst damage inflicted during the coronavirus outbreak, after a survey showed th …",Business
40. Rees-Mogg's plans for MPs to vote in person 'beyond a farce',Government plans to make MPs vote in person during the coronavirus crisis have been condemned as “beyond a farce” amid concerns they will discriminate …,Politics
"41. Yes, Australia's emissions are falling – but it's a hollow boast",The latest greenhouse gas emissions data released on Friday were a mixture of some good news combined with the sorrow of how far we have to go and how …,Business
43. Corbyn questions impartiality of body conducting antisemitism inquiry,"Summary: Jeremy Corbyn has questioned the impartiality of the Equality and Human Rights Commission, which is conducting an inquiry into the Labour party’s hand …",Politics
45. Following the science is so over for Matt. Now fetch him his lucky tie,Summary: Some things don’t change. Like Matt Hancock wearing the same lucky pink tie he has worn every day for the past two weeks. Let’s just hope for his fami …,Politics
46. Shopper numbers jump 31% as lockdown in England relaxed,"Shoppers rushed back to high streets and retail parks on Monday as the reopening of car showrooms, markets and some Ikea stores marked the easing of l …",Business
47. Tom Watson peerage rejected by Lords vetting commission,The commission that vets potential new members of the House of Lords has turned down peerage nominations for the former Labour deputy leader Tom Watso …,Politics
48. Ted Baker founder cuts stake by 55% in emergency funding bid,"The Ted Baker founder, Ray Kelvin, has slashed his stake in the fashion retailer by more than half, handing control of the company to an investor know …",Business
55. Gordon Brown urges G20 countries to back $2.5tn coronavirus plan,Failure by the G20 group of leading developed and developing nations to organise a global Covid-19 recovery plan is a potential death sentence for the …,Politics
57. 'Flora needs me': MP caring for wife hits out at Jacob Rees-Mogg's plan,"Summary: Jamie Stone, the Liberal Democrat MP, hesitates before trying to explain why he is opening up about the running of baths, the opening of tins and hold …",Politics
63. David Baddiel: ‘Kids have a better sense of humour than they used to',"Like many, I began lockdown by bingeing on Tiger King, which remains one of the most extraordinary pieces of TV I’ve ever seen – although I’ve become …",Film
64. George Clooney on George Floyd killing: racism is America's pandemic,"George Clooney has called for a “systemic change” of law enforcement, criminal justice and political leadership in the US, in an essay reacting to the …",Film
73. UK government accused of 'power grab' over redrawing of boundaries,Labour has accused the government of attempting a power-grab for the executive by pushing through a bill which that strip parliament of its role in ap …,Politics
75. Electric cars gain market share in Europe despite Covid-19 crisis,"Electric and hybrid cars gained traction among European buyers in April despite coronavirus lockdowns stalling the market, suggesting carmakers are li …",Business
79. UK public is borrowing less – but economic fears could reduce spending,Interest rates have never been lower and lenders have slashed the cost of overdrafts. Normally that would be the signal for UK consumers to flash the …,Business
80. Raab calls for alliance to force China to step back over Hong Kong,Britain has vowed to build an international alliance of democracies going beyond “the usual suspects” to force China to step back from the brink over …,Politics
81. UK coalmines operator Hargreaves Services to end mining next month,Summary: One of Britain’s last remaining coalmine operators will put an end to all mining operations from next month because it is clear that coal has “a limit …,Business
82. P&O Cruises will not set sail again until October owing to coronavirus,"P&O Cruises has scrapped all sailings until 15 October owing to coronavirus, writing off the summer season. The leading British cruise line, which is …",Business
83. Warner Music to float in US in first big-name launch since pandemic,The first big-name flotations since the coronavirus pandemic hit the world’s financial markets are due in New York later this week as Warner Music and …,Business
96. UK coronavirus: Hancock urged to act over higher Covid-19 death rate for BAME people - as it happened,"That’s all for the UK live blog today, thanks for reading along - you can continue following the latest coronavirus coverage over on our global blog: …",Politics
97. The Tories turn parliament into the world’s worst theme park,Summary: Where to start? If it wasn’t already bad enough that the UK has the highest mortality rate in Europe and Dominic Cummings is given a free pass on his …,Politics
98. MPs join 90-minute-long queue to vote to end virtual voting,"Summary: MPs are to return to parliament after a government motion was passed to prevent the resumption of virtual voting, despite what one MP called “absurd” …",Politics
101. Australia enters first recession in 29 years after blow from bushfires and coronavirus,"Australia has entered its first recession for 29 years after the economy went backwards by 0.3% in the March quarter, with the impact of bushfires and …",Business
102. My favourite film aged 12: The Sixth Sense,"I turned 12 in 1999. Some film buffs like to say the year was one of the greatest in cinema’s history, spawning storied releases such as Fight Club, E …",Film
"103. Yes, Australia is in a recession – but worse is yet to come","The latest GDP figures released on Wednesday by the Australian Bureau of Statistics revealed that in the first three months of this year, Australia’s …",Business
104. Keir Starmer warns PM: get a grip or risk second coronavirus wave,"Keir Starmer has accused Boris Johnson of causing a collapse in public confidence over the government’s handling of the coronavirus crisis, saying No …",Politics
109. William Shatner: 'I'm in a ferment of creativity',"I live with my wife in Los Angeles overlooking the San Fernando Valley. I can see the sunrise one way, sunset the other. My wife is talented in many w …",Film
113. Care home staff could be asked to work without PPE under council plan,Health and social care workers could be asked to volunteer to look after people with Covid-19 without wearing protective equipment in the event of ext …,Politics
115. MS Slavic 7 review – passionless portrait of a poetic affair,"The high-mindedness, unworldliness and pure strangeness of this inert docu-fiction essay give it some interest – but frankly not much. Director Sofia …",Film
118. Boris Johnson declares himself 'very proud' of coronavirus response,"Boris Johnson has said he is “very proud” of the government’s record on the coronavirus, during a prime minister’s questions at which Keir Starmer rep …",Politics
120. Dating Amber review – gay teenagers' pretend love fails to blossom,"David Freyne’s eager-to-please coming-of-age movie set in the 90s has the sort of high concept that could well have been greenlit in the 90s, though f …",Film
121. Cabinet Office ignored warning EU voters could miss out in 2019 elections,The Cabinet Office ignored warnings that EU citizens living in the UK would be disenfranchised in the May 2019 European parliamentary elections if pre …,Politics
122. MPs shielding from Covid-19 allowed proxy vote in Johnson U-turn,Boris Johnson has announced a government U-turn to allow MPs who are shielding to vote by proxy following an outcry over the treatment of parliamentar …,Politics
125. Petition calls for ban on low-quality food imports in post-Brexit deals,"More than 250,000 people have signed a petition calling for a ban on cheaply produced low-quality food imports in post-Brexit trade deals. The Nationa …",Politics
129. Delroy Lindo: 'British racism is as violent and virulent as America's',Summary: Delroy Lindo has waited 25 years to work with Spike Lee again and Da 5 Bloods gives him one of the best roles of his career. But when he first read th …,Film
131. Banana Split review – muddled high-school romcom,"Here’s a film that has been dug out from near the back of the freezer cabinet – something from 2018. It’s a teen female-friendship, coming-of-ager fro …",Film
133. Hong Kong visas: why is the UK standing up to China now?,Boris Johnson’s promise to give millions of Hong Kong citizens a path to UK citizenship is a remarkable offer from a government that has spent four ye …,Politics
135. Landlords critical as Travelodge prepares to launch CVA plan,"Summary: The hotel chain Travelodge is preparing to launch insolvency proceedings in the form of a company voluntary arrangement (CVA), in an attempt to cut it …",Business
"137. Britons receiving German citizenship rose 2,300% last year","The number of Britons who gained German citizenship last year was up by approximately 2,300% compared with the year before the Brexit referendum, driv …",Politics
139. No hiding place for Boris at PMQs,You can sense the growing disbelief and anger. All his life Boris Johnson has been told that he is the Special One. A person for whom all rules are th …,Politics
140. Censorship row over report on UK BAME Covid-19 deaths,Summary: Concerns about censorship have been raised after third-party submissions were left out of the government-commissioned report on the disproportionate e …,Politics
141. Hooking Up review – sex addict on the road to nowhere,A sex addict re-enacts every one of her 169 conquests on a road trip across America with a man she’s only just met – he’s got testicular cancer – in t …,Film
146. Cannes selects lineup for 2020 edition after 'physical' festival shelved,"Wes Anderson, Kate Winslet and Steve McQueen are among the big names whose films have received the stamp of approval from the prestigious Cannes film …",Film
147. Car dealers in England report strong trade as lockdown eases,"Car dealers have reported relatively strong sales since the government allowed showrooms to reopen in England on Monday morning, more than two months …",Business
148. Pressure grows on Priti Patel after Vallance avoids full backing for UK quarantine move,"Summary: Priti Patel faces mounting calls to publish the scientific advice behind the 14-day quarantine period for new arrivals to the UK, after the government …",Politics
150. Phantom Cannes lineup a defiant statement of survival for festival that lives in the imagination,Summary: This was the phantom announcement of the phantom Cannes. A cancelled Christmas when all we got in our stockings was a list of the presents we’re not g …,Film
"151. Prepare for 1980s-level unemployment, former chancellors warn",Three former chancellors have warned the government to prepare for 1980s levels of unemployment as the coronavirus crisis sinks Britain into the deepe …,Business
152. The Tories stumble from one shambles to another over coronavirus,"For the second time in a week, Dominic Cummings is incurring the wrath of Tory backbenchers: this time over No 10’s belated decision to impose a quara …",Politics
"156. Trick or Treat review – gangsters, sushi and Blackpool hallucinations","In this Blackpool-set thriller, semi-retired wide boy Greg (Craig Kelly) is feeling bored and stifled by the routine of fatherhood with an infant daug …",Film
158. Ed Davey: my experience as a carer can help rebuild Britain after coronavirus,"Ed Davey has accused Boris Johnson and Dominic Cummings of lacking the compassion and empathy needed to rebuild the UK after coronavirus, as he launch …",Politics
160. Spelling the Dream review – slight but charming Netflix documentary,"It’s virtually impossible to group the words spelling, bee and documentary together without instantly recalling 2003’s Oscar-nominated Spellbound, a w …",Film
164. A Rainy Day in New York review – Woody Allen romance is a washout,"So it goes on, the eerie productivity of Woody Allen, who outlived his greatness, and might yet outlive his notoriety. However, there are, for the tim …",Film
168. John Boyega's rousing Black Lives Matter speech wins praise and support,"John Boyega, the actor who followed up last week’s blistering attack on social media racism with a powerful speech at a Black Lives Matter rally in Lo …",Film
171. Guest of Honour review – tangled melodrama of guilt and shame,"David Thewlis stars here, and it is only the absolute conviction of his performance that saves this from being an utter misfire – a misfire of the sor …",Film
173. 'I ain’t waiting': John Boyega shows movie stars what political engagement looks like,"Summary: Already, the sneery backlash has begun – as so much Trumpism is founded on that keynote of faux-underdog self-pity in the face of supposedly all-power …",Film
175. UK parliament union threatens to strike after MPs' queueing chaos,"A union representing hundreds of clerks, security guards and kitchen staff in parliament is threatening strike action following chaotic scenes on the …",Politics
176. Days of the Bagnold Summer review –  sweet tale of a metalhead and his mum,"Here’s a movie that tells us that the days of summer, like the boys of summer in Don Henley’s song, are going to get outlived by the love they inspire …",Film
179. Alok Sharma was at No 10 day before displaying coronavirus symptoms,"Alok Sharma, the business secretary, spent 45 minutes with Boris Johnson and Rishi Sunak in a meeting in No 10 the day before he fell ill with suspect …",Politics
180. New US unemployment claims reached 1.9m last week despite rate of increase slowing,Summary: Another 1.9 million Americans filed for unemployment benefits last week as the total number of claims passed 42 million since the coronavirus pandemic …,Business
"181. Too little data for recommendations in Covid-19 BAME report, says minister",Public Health England was unable to make any recommendations in its report on BAME people and coronavirus because some of the data needed to do so was …,Politics
182. Labour calls for second round of support for struggling firms,Labour is urging the government to provide a second round of support for businesses amid signs lockdown pressures are leading to a surge in insolvenci …,Business
"186. UK car industry's 2,000 job cuts underline gloomy prospects","Summary: The gloomy prospects facing the UK car industry have been underlined by 2,000 new job losses and the worst May car sales since 1952. Only 20,000 new c …",Business
190. ECB agrees to inject additional €600bn into eurozone economy,The European Central Bank has ramped up its coronavirus pandemic response by agreeing to inject an additional €600bn (£539.5bn) of emergency financial …,Business
195. Spanish Puig snaps up Charlotte Tilbury makeup empire,The celebrity makeup artist Charlotte Tilbury has handed a control of her namesake makeup and skincare empire to a Spanish fashion and fragrances busi …,Business
196. Chemicals firm BASF biggest beneficiary of UK coronavirus loan scheme,"Summary: The German chemicals company BASF has emerged as the biggest beneficiary of the Bank of England’s emergency coronavirus loan scheme, borrowing £1bn in …",Business
"197. 10-week wait on glasses for 12,000 Boots customers","Boots has forced nearly 12,000 glasses wearers to wait more than 10 weeks for eyewear after the company closed the vast majority of its opticians outl …",Business
199. Alok Sharma receives negative coronavirus test result,"Alok Sharma, the business secretary who showed symptoms of coronavirus, has received a negative test result amid opposition warnings that the scare sh …",Politics
202. British Airways shuns Priti Patel meeting over quarantine plans,"A row has broken out between Priti Patel and British Airways over the plans to quarantine travellers for 14 days as the airline refused to meet her, a …",Politics
204. Bank of England faces calls to overhaul 'restrictive' remit,The government should cut taxes and overhaul the Bank of England’s “restrictive” remit as part of a radical new pro-growth strategy to accelerate the …,Business
214. Business leaders demand delay to Irish Sea border checks,Northern Ireland business groups are calling for a six month delay to Brexit checks in the Irish Sea saying that Boris Johnson’s late admission that h …,Politics
216. My streaming gem: why you should watch The Invitation,"The Invitation starts and ends with death. Will and Kira, a couple played by Logan Marshall-Green and Emayatzy Corinealdi, are driving to a dinner par …",Film
217. From Platoon to Winter Soldier: 10 of the best Vietnam war films,"Apocalypse Now Spike Lee’s Da 5 Bloods, which is released on Netflix on 12 June, is the newest entry in cinema’s decades-long fascination with the tra …",Film
226. Echo in the Canyon review – hopelessly lazy LA rock doc,"This documentary about the folk-rock scene in mid-60s Laurel Canyon, Los Angeles, centres on an all-star tribute show, and would have made a neat free …",Film
227. Cate Blanchett suffers chainsaw accident on lockdown in East Sussex,"Cate Blanchett has sustained a cut to the head following a chainsaw accident at her home in East Sussex. The Oscar-winning actor, who relocated from S …",Film
233. British Airways considers legal action over UK quarantine,British Airways is considering legal action over the “irrational and disproportionate” quarantine rules due to be implemented next week to try to cont …,Business
239. Gap reports $932m quarterly loss after Covid-19 shutdown,"US clothing retailer Gap has plunged almost $1bn into the red in just three months, after it had to close the vast majority of its stores worldwide du …",Business
241. Jaguar Land Rover borrows £560m from Chinese banks to secure cashflow,Jaguar Land Rover has borrowed 5bn yuan (£560m) from five Chinese banks as it seeks to ease the financial strains prompted by the coronavirus pandemic …,Business
242. US unemployment declines to 13.3% as economy restores 2.5m jobs in May,Covid-19’s devastating assault on the US economy waned in May as the unemployment rate dipped to 13.3% and the US regained 2.5m jobs. The surprise new …,Business
249. US unemployment rate unexpectedly falls to 13.3% in May - as it happened,"The US unemployment rate unexpectedly fell to 13.3% in May, taking markets by surprise. Economists had been expecting unemployment to reach 19.8% It c …",Business
250. Bentley to cut nearly a quarter of its workforce,"Bentley has confirmed it is seeking to make 1,000 job cuts through a voluntary redundancy scheme, shrinking its workforce by almost a quarter as it re …",Business
"251. Lack of response to BAME Covid-19 toll risks fuelling tensions, say MPs","A failure to tackle the disproportionate number of deaths of black, Asian and minority ethnic people from coronavirus risks fuelling simmering tension …",Politics
252. UK experts call for coronavirus inquiry to prevent deadly second wave,Leading medics and scientists have called on Boris Johnson to order a public inquiry to prepare Britain for a second wave of the coronavirus this wint …,Politics
254. UK coronavirus: face coverings and masks to be mandatory in English hospitals – as it happened,The UK’s equality watchdog is launching an inquiry into the “long-standing structural racial inequality” thrown into the spotlight by the pandemic. Th …,Politics
256. Corporate America's plan to fight racial injustice: form a committee,"Corporate America plans to fight for racial equality and justice by forming a committee, the nation’s largest business lobby announced on Friday. The …",Business
266. Streaming: the best Hollywood golden age classics now on iPlayer,"Many a friend and family member has told me they’re watching more classic cinema than usual in lockdown, and not just because they’ve binged every bit …",Film
267. Super-rich spot bargains as luxury London townhouse sells for just £15m,Summary: Some of the world’s richest people are snapping up luxury London mansions despite the coronavirus pandemic and lockdown – but only if the seller knock …,Business
268. Actor Monica Dolan: Losing my brother to Covid-19 is part of a global story,"Two years ago, in a neat suburban house on a cul-de-sac in Bromley, where all furniture was floral, and every wall painted magnolia, I watched Monica …",Film
285. A Rainy Day in New York review – misogyny bathed in nostalgia,"In Woody Allen’s latest offering, Gen Z heart-throb Timothée Chalamet plays a character named Gatsby Welles. This is only the film’s first red flag. T …",Film
289. Jobs in cafes and shops may never bounce back – and ministers must address this,"To save your local cafe and beat the virus, dine at well-spaced tables in the street. To watch films on a big screen, take your car to the local drive …",Business
293. Cabinet unrest over U-turn on animal welfare in US trade talks,"Summary: Downing Street has been accused of reopening the door to imports of chlorinated chicken and hormone-treated beef, after a leaked memo instructed minis …",Politics
298. Nissan comes out of lockdown … and braces for Brexit,"It must have been a strange last four years for the workers at Nissan’s Sunderland factory, as they went about their business of making cars while at …",Business
305. The Fed deserves the praise for America’s jobs turnaround. But Trump benefits,The political obituaries of Donald Trump were all prepared. At the end of a week that has seen American cities convulsed by protests over the killing …,Business
